id,name,address,taxno,tel,fax,contact,email,companyType,country,code,creator,updator,createdDate,lastUpdateDate
33,CÔNG TY TNHH ĐẠI TÂN,"Khu A, Lô G.27C - 28 B, đường số 8, KCX Tân Thuận, P.Tân Thuận Đông, Quận 7, TP HCM",300757288,,,,empty@email.com,63,66,DAITAN,,,3/13/2015 0:00,3/13/2015 0:00
34,CÔNG TY TNHH ĐẠI THÀNH,"Ấp Đông Hòa, Xã Song Thuận, Huyện Châu Thành, Tỉnh Tiền Giang",1200631935,,,,empty@email.com,63,66,DAITHANH,,,3/13/2015 0:00,3/13/2015 0:00
35,DOANH NGHIỆP TƯ NHÂN ĐẠI TUẤN,"850/22 Đường 30/4, P. 11, Tp Vũng Tàu",3500671869,,,,empty@email.com,63,66,DAITUAN,,,3/13/2015 0:00,3/13/2015 0:00
36,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẠI TUẤN ĐỒNG,"Số 2, Lô C1, làng chuyên gia Rubyland, Thị Trấn Mỹ Phước, huyện Bến Cát, Tỉnh Bình Dương.",3701944548,,,,empty@email.com,63,66,DAITUANDONG,,,3/13/2015 0:00,3/13/2015 0:00
37,CÔNG TY CỔ PHẦN ĐẠI TƯỜNG PHÁT,"18 An Dương Vương, Phường 9, Quận 5, TP HCM",310524074,,,,empty@email.com,63,66,DAITUONGPHAT,,,3/13/2015 0:00,3/13/2015 0:00
38,CÔNG TY TNHH XUẤT KHẨU THỦ CÔNG MỸ NGHỆ ĐẠI VIỆT,"Thôn Thái Hòa, Xã Bình Phú, Huyện Thạch Thất, TP Hà Nội",500465532,,,,empty@email.com,63,66,DAIVIET,,,3/13/2015 0:00,3/13/2015 0:00
39,CÔNG TY CỔ PHẦN ĐÁ LAM ĐỒNG,"Lô DM1, KCN Lộc Sơn, Phường Lộc Sơn, Bảo lộc, Lâm Đồng",5800966560,,,,empty@email.com,63,66,DALAMDONG,,,3/13/2015 0:00,3/13/2015 0:00
40,CÔNG TY DÂY DẪN KIM LOẠI VIỆT NAM,"Phước Thái, Long Thành, Đồng Nai",3600359477,,,,empty@email.com,63,66,DAYDANKLVN,,,3/13/2015 0:00,3/13/2015 0:00
41,CÔNG TY TNHH ĐẾ LONG,"3A/42 Ấp Bình Đức, Xã Bình Hòa, Huyện Thuận An, Bình Dương",3701711173,,,,empty@email.com,63,66,DELONG,,,3/13/2015 0:00,3/13/2015 0:00
42,CÔNG TY TNHH DEWX VIETNAM,"Tầng 3, số 45 Trần Thái Tông, C3-D2 Khu đô thị mới Cầu Giấy, phường Dịch Vọng Hậu, quận Cầu Giấy, Tp Hà Nội",106098700,,,,empty@email.com,63,66,DEWX,,,3/13/2015 0:00,3/13/2015 0:00
43,CÔNG TY TNHH GIAO NHẬN DƯƠNG MINH TOÀN CẦU,"127/137 Điện Biên Phủ, Phường Đa Kao, Quận 1, TP HCM",303645374,,,,empty@email.com,63,66,DM TOANCAU,,,3/13/2015 0:00,3/13/2015 0:00
44,DOANH NGHIỆP TƯ NHÂN THANH TUẤN,"Thôn Đồi 3, Xã Đông Phương Yên, Huyện Chương Mỹ, Hà Nội",500444074,,,,empty@email.com,63,66,DN THANHTUAN,,,3/13/2015 0:00,3/13/2015 0:00
45,CÔNG TY TNHH MÁY ĐO ĐẠC THÁI BÌNH DƯƠNG,"213 Điện Biên Phủ, Phường 15, Quận Bình Thạnh, TP HCM",310708258,,,,empty@email.com,63,66,?O ??C TBD,,,3/13/2015 0:00,3/13/2015 0:00
46,CÔNG TY LIÊN DOANH ĐỒ GỖ QUỐC TẾ,"14 -16- 18 Song Hành, KCN Tân Tạo, Quận Bình Tân, TP HCM",301892603,,,,empty@email.com,63,66,DO GO QUOC TE,,,3/13/2015 0:00,3/13/2015 0:00
47,CÔNG TY TNHH MỘT THÀNH VIÊN DOÃN NHẬT,"208 Nguyễn Thị Minh Khai, KP 8, P.Phú  Hòa, TP Thủ Dầu Một, Tỉnh Bình Dương",3701792581,,,,empty@email.com,63,66,DOANNHAT,,,3/13/2015 0:00,3/13/2015 0:00
48,DNTN ĐÔ THÀNH,"137A, Tân Bình, Tân Phú, Dĩ An, Bình Dương.",3700520401,,,,empty@email.com,63,66,DOTHANH,,,3/13/2015 0:00,3/13/2015 0:00
49,CÔNG TY CỔ PHẦN ĐẦU TƯ CÁT ĐẰNG,"Xóm Đông Thịnh, Thôn Cát Đằng, Xã Yên Tiến, Huyện Ý Yên, Tỉnh Nam Định",600355205,,,,empty@email.com,63,66,?T CAT DANG,,,3/13/2015 0:00,3/13/2015 0:00
50,CÔNG TY TNHH XUẤT KHẨU HÀNG TCMN DUY THÀNH,"Lô A5-5, A5-6 khu Đảo Xanh, P. Hòa Cường Bắc, Hải Châu, Đà Nẵng",400411879,,,,empty@email.com,63,66,DUYTHANH,,,3/13/2015 0:00,3/13/2015 0:00
51,CÔNG TY CỔ PHẦN FECON MILTEC,"Lô NX- D2, KCN Long Hậu, Xã Long Hậu, Huyện Cần Giuộc,  Long An",1101436813,,,,empty@email.com,63,66,FECON MILTEC,,,3/13/2015 0:00,3/13/2015 0:00
52,CÔNG TY CỔ PHẦN TIẾP VẬN FIAN,"Phòng TH6, Lầu 3, Số 02 Phùng Khắc Khoan, P.Đa Kao, Quận 1, TP HCM",312353868,,,,empty@email.com,63,66,FIAN,,,3/13/2015 0:00,3/13/2015 0:00
53,CÔNG TY TNHH CN FUSHENG VIỆT NAM,"Số 6, đường 3A, Khu CN Biên Hòa II, Đồng Nai",3600259881,,,,empty@email.com,63,66,FUSHENG,,,3/13/2015 0:00,3/13/2015 0:00
54,CÔNG TY TNHH GEA REFRIGERATION VIỆT NAM,"3G Phổ Quang, Phường 2, Q. Tân Bình, Tp.HCM",305510654,,,,empty@email.com,63,66,GEA,,,3/13/2015 0:00,3/13/2015 0:00
55,CÔNG TY TNHH THƯƠNG MẠI GIA BẢO KHANH,"347 Bình Lợi , Phường 13, Quận Bình Thạnh, TP HCM",303846024,,,,empty@email.com,63,66,GIA BAO KHANH,,,3/13/2015 0:00,3/13/2015 0:00
56,CÔNG TY TNHH GLOBE EXPRESS VIỆT NAM,"P.102, Lấu 01, Số 43 Mạc Đĩnh Chi, Quân 1, TP HCM",304489600,,,,empty@email.com,63,66,GLOBE EXPRESS,,,3/13/2015 0:00,3/13/2015 0:00
57,CHI NHÁNH CÔNG TY CP GIAO NHẬN VẬN TẢI VÀ THƯƠNG MẠI,"Tầng 6, Số 14 Láng Hạ, P. Thành Công, Q. Ba Đình, Hà Nội.",0301776205-001,,,,empty@email.com,63,66,GNVT & TM-HN,,,3/13/2015 0:00,3/13/2015 0:00
58,CÔNG TY TNHH GIẢI PHÁP TÀI NĂNG,"117B Nguyễn Đình Chính, P. 15, Q. Phú Nhuận, Tp HCM",308923843,,,,empty@email.com,63,66,GP TAI NANG,,,3/13/2015 0:00,3/13/2015 0:00
59,CÔNG TY TNHH GRUNDFOS VIỆT NAM,"Số 15, Đường 9B, Phường An Phú, Quận 2, Tp HCM",306557849,,,,empty@email.com,63,66,GRUNDFOS VN,,,3/13/2015 0:00,3/13/2015 0:00
60,CÔNG TY TNHH HÓA CHẤT H & T,"B45 lê Thị Hồng, Phường 17, Quận Gò Vấp, Tp.HCM",311234057,,,,empty@email.com,63,66,H&T,,,3/13/2015 0:00,3/13/2015 0:00
61,CHI NHÁNH DOANH NGHIỆP TƯ NHÂN HA SA,"Số 20/23 Khu Phố Bình Phước A, Phường Bình Chuẩn, Thị Xã Thuận An, Tỉnh Bình Dương",0303237907-002,,,,empty@email.com,63,66,HA SA,,,3/13/2015 0:00,3/13/2015 0:00
62,CÔNG TY TNHH THƯƠNG MẠI -DỊCH VỤ -VẬN TẢI HẢI TIẾN,"59/29/1 Phạm Văn Chiêu, P. 14, Q. Gò Vấp, TP HCM",305988553,,,,empty@email.com,63,66,HAI TIEN,,,3/13/2015 0:00,3/13/2015 0:00
63,CÔNG TY CP SẢN XUẤT - THƯƠNG MẠI XUẤT NHẬP KHẨU VỚ HẠNH TRANG,"106/26 Tôn Thất Hiệp, Phường 13, Quận 11, Tp. Hồ Chí Minh",312969569,,,,empty@email.com,63,66,HANHTRANG,,,3/13/2015 0:00,3/13/2015 0:00
64,CÔNGTY TNHH SX-TM HÁN THÀNH,"288 đường Bình Long, P. Phú Thạnh, Q. Tân Phú, Tp.HCM",302383937,,,,empty@email.com,63,66,HANTHANH,,,3/13/2015 0:00,3/13/2015 0:00
65,DOANH NGHIỆP TƯ NHÂN HIỀN UYÊN VI,"22C/4 đường 672, P.Phước Long B, Quận 9, TP HCM",1200757053,,,,empty@email.com,63,66,HIEN UYEN VI,,,3/13/2015 0:00,3/13/2015 0:00
66,CÔNG TY TNHH KINH DOANH XNK HOÀNG BẢO,"Số 06 Man Thiện, Phường Hoà Thuận Tây, Quận Hải Châu, Tp. Đà Nẵng",400441665,,,,empty@email.com,63,66,HOANGBAO,,,3/13/2015 0:00,3/13/2015 0:00
67,CÔNG TY TNHH KỸ THUẬT TỰ ĐỘNG HOÀNG TRANG,"15A Nguyễn Trung Trực, P. 5, Q. Bình Thạnh, Tp HCM.",304992130,,,,empty@email.com,63,66,HOANGTRANG,,,3/13/2015 0:00,3/13/2015 0:00
68,CÔNG TY TNHH XK MÂY TRE MỸ NGHỆ HỘI AN,"454/4 Nguyễn Tri Phương, P.Hòa Thuận Tây, Q.Hải Châu, TP Đà Nẵng, Việt Nam",400437316,,,,empty@email.com,63,66,HOIAN,,,3/13/2015 0:00,3/13/2015 0:00
69,CÔNG TY TNHH TMDV HOMY,"144 Đường D1, Phường 25, Quận Bình Thạnh, Tp.HCM",310937064,,,,empty@email.com,63,66,HOMY,,,3/13/2015 0:00,3/13/2015 0:00
70,CÔNG TY TNHH HỐ NAI,"Khu phố 8, phường Long Bình, Biên Hòa, Đồng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3600276005,,,,empty@email.com,63,66,HONAI,,,3/13/2015 0:00,3/13/2015 0:00
71,CÔNG TY TNHH XUẤT NHẬP KHẨU HỢP THÀNH,"Đội 2 Thôn Ngọc Động, Huyện Duy Tiên, Tỉnh Hà Nam",700272880,,,,empty@email.com,63,66,HOPTHANH,,,3/13/2015 0:00,3/13/2015 0:00
72,CÔNG TY TNHH ZENG HSING INDUSTRIAL,"20A VSIP, Đường số 6, KCN VSIP, TX Thuận An, Tỉnh Bình Dương",3700619760,,,,empty@email.com,63,66,HSING INDUSTRIAL,,,3/13/2015 0:00,3/13/2015 0:00
73,CÔNG TY TNHH THỦ CÔNG MỸ NGHỆ HT,"189 Thôn 6, Song Phương, Hoài Đức, Hà Nội.",105384120,,,,empty@email.com,63,66,HT,,,3/13/2015 0:00,3/13/2015 0:00
74,CÔNG TY TNHH TM DV VÀ VẬN TẢI HTC VN,"Số 7/9 Khu Phố 1, P Trung Mỹ Tây, Quận 12, TP HCM",312279276,,,,empty@email.com,63,66,HTC VN,,,3/13/2015 0:00,3/13/2015 0:00
75,CÔNG TY CỔ PHẦN HUỆ MINH,"Phòng 908 - Tòa nhà 17T7 khu đô thị Trung Hòa, Nhân Chính, Thanh Xuân, Hà Nội",101269631,,,,empty@email.com,63,66,HUEMINH,,,3/13/2015 0:00,3/13/2015 0:00
76,CÔNG TY TNHH HÙNG CÁ,"Cụm CN Thanh Bình, Ấp Bình Chánh, Xã Bình Thành, Huyện Thanh Bình, Tỉnh Đồng Tháp.",1400528082,,,,empty@email.com,63,66,HUNGCA,,,3/13/2015 0:00,3/13/2015 0:00
77,CÔNG TY TNHH SƠN MÀI HÙNG HÀ,"thôn Phúc An, xã Duyên Thái, huyện Thường Tín, Tp. Hà Nội",105221750,,,,empty@email.com,63,66,HUNGHA,,,3/13/2015 0:00,3/13/2015 0:00
78,CÔNG TY TNHH GIAO NHẬN HƯNG LONG THỊNH,"442/4/3/14D Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TP HCM",312973607,,,,empty@email.com,63,66,HUNGLONGTHINH,,,3/13/2015 0:00,3/13/2015 0:00
79,CÔNG TY TNHH XNK VIỆT NAM HÙNG THÁI,"931 Quốc lộ 1A, P. An Phú Đông, Quận 12, Tp.HCM",310473616,,,,empty@email.com,63,66,HUNGTHAI,,,3/13/2015 0:00,3/13/2015 0:00
80,"INFORUS VIETNAM CO.,LTD","12 Mạc Đỉnh Chi, P. Đa Kao, Quận 1, Tp.HCM",304842657,,,,empty@email.com,63,66,INFORUS,,,3/13/2015 0:00,3/13/2015 0:00
81,"ISHIDA CO., LTD - VN REPRESENTATIVE OFFICE","SA1-1 Mỹ Khang Complex, Phú Mỹ Hưng, P. Tân Phú, Quận 7, Tp.HCM",,,,,empty@email.com,63,66,ISHIDA,,,3/13/2015 0:00,3/13/2015 0:00
82,CÔNG TY TNHH ISHIDA VIỆT NAM,"R4 - 51 Hưng Phước 4, Phường Tân Phong, Quận 7, TP HCM",311764939,,,,empty@email.com,63,66,ISHIDA VN,,,3/13/2015 0:00,3/13/2015 0:00
83,CÔNG TY TNHH DỊCH VỤ HÀNG HẢI JARDINE(VIỆT NAM),"Phòng 304, Lầu 3, Số 2 Bis 4-6 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TP HCM",304147893,,,,empty@email.com,63,66,JARDINE,,,3/13/2015 0:00,3/13/2015 0:00
84,CÔNG TY CP CÔNG NGHIỆP JK VIỆT NAM,"Thôn Đồng Du, Xã Hợp Đồng, Huyện Chương Mỹ, TP Hà Nội",500556620,,,,empty@email.com,63,66,JK VN,,,3/13/2015 0:00,3/13/2015 0:00
85,CÔNG TY TNHH MTV JORDAN MANUFACTURING VIỆT NAM,"Lô IV, 16A-16B, Nhóm Công Nghiệp IV, KCN Tân Bình, P.Tây Thạnh, Q.Tân Phú, TP HCM",309621179,,,,empty@email.com,63,66,JORDAN,,,3/13/2015 0:00,3/13/2015 0:00
86,CÔNG TY TNHH TM - DV KIM ÁNH,"157/1 khu phố Long Thới, P.Lái Thiêu, TX. Thuận An, Bình Dương",3701636381,,,,empty@email.com,63,66,KIMANH,,,3/13/2015 0:00,3/13/2015 0:00
87,CÔNG TY TNHH THƯƠNG MẠI MÁY MÓC THIẾT BỊ KIM CƯƠNG,"158/1 Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Tp HCM",310762079,,,,empty@email.com,63,66,KIMCUONG,,,3/13/2015 0:00,3/13/2015 0:00
88,CÔNG TY TNHH TMDV KIM ĐẠI HẢI,"62 Đường số 8, Bình Trị Đông B, Quận Bình Tân, TP HCM",303357961,,,,empty@email.com,63,66,KIMDAIHAI,,,3/13/2015 0:00,3/13/2015 0:00
89,CÔNG TY TNHH CÔNG NGHIỆP KING TAI,"Đường 7A, KCN Nhơn Trạch 2, Huyện Nhơn Trạch, Tỉnh Đồng Nai.",3600938788,,,,empty@email.com,63,66,KING TAI,,,3/13/2015 0:00,3/13/2015 0:00
90,CÔNG TY TNHH VẬN TẢI QUỐC TẾ KẾT NỐI THÔNG MINH,"51 Đường số 9, Khu dân cư Him Lam, Phường Tân Hưng, Quận 7, TP HCM",310383930,,,,empty@email.com,63,66,KN THONGMINH,,,3/13/2015 0:00,3/13/2015 0:00
91,"KOREA GLS, INC","1F JIN BLDG., YANGJAE-DONG, SEOCHO-GU, SEOUL 137-30, KOREA",,,,,empty@email.com,63,66,KOREA GLS,,,3/13/2015 0:00,3/13/2015 0:00
92,CÔNG TY CP TIN HỌC LẠC TIÊN,"43 Vĩnh Nam, Phường 1, Quận 8, Tp.HCM",306261785,,,,empty@email.com,63,66,LACTIEN,,,3/13/2015 0:00,3/13/2015 0:00
93,CÔNG TY CP THƯƠNG MẠI LA GIANG,"16 Trương Định, Phường 6, Quận 3, Tp.HCM",301415417,,,,empty@email.com,63,66,LAGIANG,,,3/13/2015 0:00,3/13/2015 0:00
94,CÔNG TY TNHH LÂM CHÂU HÀ,"18 Đường số 1, Tổ 1, KP 3, P. Phước Long A, Q. 9, TP HCM.",304252739,,,,empty@email.com,63,66,LAMCHAUHA,,,3/13/2015 0:00,3/13/2015 0:00
95,CÔNG TY TNHH MỸ NGHỆ LÂM SƠN,"Thôn Cát Đằng, Xã Yên Tiến, Hyện Ý Yên, Tỉnh Nam Định",600955072,,,,empty@email.com,63,66,LAMSON,,,3/13/2015 0:00,3/13/2015 0:00
96,CÔNG TY TNHH MÁY CÔNG CỤ LIÊN MINH,"50/2 Khu Phố 4, Nguyễn Văn Quá, P. Đông Hưng Thuận, Q. 12, TP HCM.",304542205,,,,empty@email.com,63,66,LIENMINH,,,3/13/2015 0:00,3/13/2015 0:00
97,CÔNG TY TNHH TM - DV QUỐC TẾ LIÊN THẮNG,"38/27 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, TP HCM",310731539,,,,empty@email.com,63,66,LIENTHANG,,,3/13/2015 0:00,3/13/2015 0:00
98,CÔNG TY TNHH LIÊN TRUNG,"Số 397B/A2, Ấp Nhị Hòa, Xã Hiệp Hòa, TP Biên Hòa, Đồng Nai",3600975211,,,,empty@email.com,63,66,LIENTRUNG,,,3/13/2015 0:00,3/13/2015 0:00
99,CÔNG TY CỔ PHẦN LP VIỆT NAM,"Cổ Nhuế, Từ Liêm, Hà Nội",102987730,,,,empty@email.com,63,66,LP VIETNAM,,,3/13/2015 0:00,3/13/2015 0:00
100,CÔNG TY TNHH LUCKY STAR PLAST,"Số 5, đường số 15A, KCN Biên Hòa 2, Đồng Nai",3600262362,,,,empty@email.com,63,66,LUCKY STAR,,,3/13/2015 0:00,3/13/2015 0:00
101,CÔNG TY TNHH MAI CO,"216/5 Khu Phố 4, Phường An Phú, Thị Xã Thuận An, Tỉnh Bình Dương.",3700308324,,,,empty@email.com,63,66,MAICO,,,3/13/2015 0:00,3/13/2015 0:00
102,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT BAO BÌ MAI THƯ,"24 Trương Quốc Dung, Phường 8, Quận Phú Nhuận, TP HCM",302177349,,,,empty@email.com,63,66,MAITHU,,,3/13/2015 0:00,3/13/2015 0:00
103,CÔNG TY TNHH MẦM XANH VIỆT,"198/39 Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TP HCM.",311615888,,,,empty@email.com,63,66,MAMXANHVIET,,,3/13/2015 0:00,3/13/2015 0:00
104,CÔNG TY TNHH GỐM MẠNH DẦN,"89B Giang Cao, Bát Tràng, Gia Lâm, Hà Nội",102816799,,,,empty@email.com,63,66,MANHDAN,,,3/13/2015 0:00,3/13/2015 0:00
105,VPĐD MAREL FOOD SYSTEMS LTD. TẠI TP.HCM,"10 Hưng Phước 3, Tân Phong, Quận 7",304670535,,,,empty@email.com,63,66,MAREL FOOD,,,3/13/2015 0:00,3/13/2015 0:00
106,CÔNG TY TNHH MARINE FARMS ASA VIỆT NAM,31 Đặng Tất - Nha Trang - Khánh Hoà,4200538297,,,,empty@email.com,63,66,MARINE FARMS,,,3/13/2015 0:00,3/13/2015 0:00
107,CÔNG TY TNHH HÙNG VƯƠNG MASCATO,"Lô 41-42 Khu Công Nghiệp Mỹ Tho, Tiền Giang",1201283261,,,,empty@email.com,63,66,MASCATO,,,3/13/2015 0:00,3/13/2015 0:00
